source,id_str,text,created_at,retweet_count,in_reply_to_user_id_str,favorite_count,is_retweet
Twitter for iPhone,941867753677426688,"RT @SpeakerRyan: For individuals and families, the final Tax Cuts &amp; Jobs Act:
✔lowers individual taxes
✔nearly doubles the standard deducti…",Sat Dec 16 03:09:06 +0000 2017,10307,,0,True
Twitter for iPhone,941867661310545920,RT @PressSec: .@POTUS historic tax cuts + doubling of the child tax credit will do infinitely more to empower working moms than liberals' p…,Sat Dec 16 03:08:44 +0000 2017,16140,,0,True
Twitter for iPhone,941820213518938112,"DOW, S&amp;P 500 and NASDAQ close at record highs! #MAGA https://t.co/hvqwnqSGuG",Sat Dec 16 00:00:11 +0000 2017,13049,,57542,False
Twitter for Android,812815404175421445,".@FoxNews - ""Objectified"" tonight at 10:00 P.M. Enjoy!",Sun Dec 25 00:21:08 +0000 2016,1482,,5871,False
Twitter for iPhone,812775995837218816,Happy #Hanukkah https://t.co/UvZwtykV1E,Sat Dec 24 21:44:32 +0000 2016,22072,,84565,False
Twitter for Android,812773204561379330,"The big loss yesterday for Israel in the United Nations will make it much harder to negotiate peace.Too bad, but we will get it done anyway!",Sat Dec 24 21:33:27 +0000 2016,19826,,83507,False
Twitter for Android,812764662500622336,".@NBCNews purposely left out this part of my nuclear qoute: ""until such time as the world comes to its senses regarding nukes.""  Dishonest!",Sat Dec 24 20:59:30 +0000 2016,16670,,62856,False
Twitter for Android,812450976670121985,"Vladimir Putin said today about Hillary and Dems: ""In my opinion, it is humiliating. One must be able to lose with dignity.""  So true!",Sat Dec 24 00:13:02 +0000 2016,31749,,112957,False
Twitter for Android,812408189492797442,"slaughter you. This is a purely religious threat, which turned into reality. Such hatred! When will the U.S., and all countries, fight back?",Fri Dec 23 21:23:00 +0000 2016,17989,,65946,False
Twitter for Android,812406855469252608,"The terrorist who killed so many people in Germany said just before crime, ""by God's will we will slaughter you pigs, I swear, we will......",Fri Dec 23 21:17:42 +0000 2016,18801,,51789,False
Twitter for iPhone,812390964740427776,"As to the U.N., things will be different after Jan. 20th.",Fri Dec 23 20:14:34 +0000 2016,33870,,98907,False
Twitter for Android,812266152684650496,"my presidency. Isn't this a ridiculous shame? He loves these kids, has raised millions of dollars for them, and now must stop. Wrong answer!",Fri Dec 23 11:58:36 +0000 2016,14571,,64566,False
Twitter for Android,812264762981675008,"My wonderful son, Eric, will no longer be allowed to raise money for children with cancer because of a possible conflict of interest with...",Fri Dec 23 11:53:05 +0000 2016,15510,,54251,False
Twitter for Android,812115501791006720,"The so-called ""A"" list celebrities are all wanting tixs to the inauguration, but look what they did for Hillary, NOTHING. I want the PEOPLE!",Fri Dec 23 01:59:58 +0000 2016,31424,,120217,False
Twitter for Android,812061677160202240,"Based on the tremendous cost and cost overruns of the Lockheed Martin F-35, I have asked Boeing to price-out a comparable F-18 Super Hornet!",Thu Dec 22 22:26:05 +0000 2016,14954,,62693,False
Twitter for Android,811977223326625792,The United States must greatly strengthen and expand its nuclear capability until such time as the world comes to its senses regarding nukes,Thu Dec 22 16:50:30 +0000 2016,21281,,72946,False
Twitter for Android,811975049431416832,"Someone incorrectly stated that the phrase ""DRAIN THE SWAMP"" was no longer being used by me. Actually, we will always be trying to DTS.",Thu Dec 22 16:41:52 +0000 2016,19444,,74086,False
Twitter for iPhone,811928543366148096,The resolution being considered at the United Nations Security Council regarding Israel should be vetoed....cont: https://t.co/s8rXKKZNF1,Thu Dec 22 13:37:04 +0000 2016,10377,,35766,False
Twitter for Android,811778176120668160,"I met some really great Air Force GENERALS and Navy ADMIRALS today, talking about airplane capability and pricing. Very impressive people!",Thu Dec 22 03:39:33 +0000 2016,13101,,65961,False
Twitter for Android,811564284706689024,I have not heard any of the pundits or commentators discussing the fact that I spent FAR LESS MONEY on the win than Hillary on the loss!,Wed Dec 21 13:29:38 +0000 2016,20374,,82587,False
Twitter for iPhone,941789515248750592,"Today, it was my tremendous honor to visit Marine Helicopter Squadron One (HMX-1) at the Marine Corps Air Facility in Quantico, Virginia. 

I am honored to serve as your Commander-in-Chief. On behalf of an entire Nation, THANK YOU for your sacrifice and service. We love you! https://t.co/eLOTc7do52",Fri Dec 15 21:58:12 +0000 2017,18380,,78203,False
Twitter for iPhone,941756992070307845,"You are always there for us – THE MEN AND WOMEN IN BLUE.

Thank you to our police, thank you to our sheriffs, and thank you to our law enforcement families. God Bless you all, and GOD BLESS AMERICA! #LESM https://t.co/9ejiddVL9h",Fri Dec 15 19:48:58 +0000 2017,17043,,72595,False
Twitter for iPhone,941723524921724928,"To each member of the graduating class from the National Academy at Quantico, CONGRATULATIONS! https://t.co/bGT8S33ZLU",Fri Dec 15 17:35:59 +0000 2017,10079,,52942,False
Twitter for iPhone,941667918214987776,It was my honor. THANK YOU! https://t.co/1LvqbRQ1bi,Fri Dec 15 13:55:01 +0000 2017,14133,,69299,False
Twitter for iPhone,941449449850761217,RT @GOPChairwoman: .@realDonaldTrump is the Paycheck President. Learn how the tax bill will put more money in your pocket &amp; how to contact…,Thu Dec 14 23:26:54 +0000 2017,10959,,0,True
Twitter for iPhone,941417725833998340,“Manufacturing Optimism Rose to Another All-Time High in the Latest @ShopFloorNAM Outlook Survey” https://t.co/LuV4BMp0Xc,Thu Dec 14 21:20:51 +0000 2017,9007,,38758,False
Twitter for iPhone,941406242785955841,"In 1960, there were approximately 20,000 pages in the Code of Federal Regulations. Today there are over 185,000 pages, as seen in the Roosevelt Room.

Today, we CUT THE RED TAPE! It is time to SET FREE OUR DREAMS and MAKE AMERICA GREAT AGAIN! https://t.co/teAVNzjvcx",Thu Dec 14 20:35:13 +0000 2017,26104,,88904,False
Twitter for Android,811562990285848576,"I would have done even better in the election, if that is possible, if the winner was based on popular vote - but would campaign differently",Wed Dec 21 13:24:29 +0000 2016,12051,,54341,False
Twitter for Android,811560662853939200,Campaigning to win the Electoral College is much more difficult &amp; sophisticated than the popular vote. Hillary focused on the wrong states!,Wed Dec 21 13:15:14 +0000 2016,16033,,68734,False
Twitter for Android,811307169043849216,"Yes, it is true - Carlos Slim, the great businessman from Mexico, called me about getting together for a meeting. We met, HE IS A GREAT GUY!",Tue Dec 20 20:27:57 +0000 2016,15663,,68359,False
Twitter for Android,811196778779463684,"especially how to get people, even with an unlimited budget, out to vote in the vital swing states ( and more). They focused on wrong states",Tue Dec 20 13:09:18 +0000 2016,8936,,42412,False
Twitter for Android,811195441710764032,"Bill Clinton stated that I called him after the election. Wrong, he called me (with a very nice congratulations). He ""doesn't know much"" ...",Tue Dec 20 13:03:59 +0000 2016,18772,,79039,False
Twitter for iPhone,811041034323054592,"""@mike_pence: Congratulations to @RealDonaldTrump; officially elected President of the United States today by the Electoral College!""",Tue Dec 20 02:50:25 +0000 2016,15417,,74081,False
Twitter for iPhone,811039925571354624,"""@Franklin_Graham: Congratulations to President-elect @realDonaldTrump--the electoral votes are in and it's official."" Thank you Franklin!",Tue Dec 20 02:46:01 +0000 2016,10436,,50087,False
Twitter for iPhone,811021135483699201,RT @DanScavino: #TrumpTrain🚂💨🇺🇸🇺🇸🇺🇸🇺🇸 https://t.co/qAQdBGEwSv,Tue Dec 20 01:31:21 +0000 2016,9181,,0,True
Twitter for Android,810996052241293312,"We did it! Thank you to all of my great supporters, we just officially won the election (despite all of the distorted and inaccurate media).",Mon Dec 19 23:51:41 +0000 2016,59296,,223249,False
Twitter for Android,810988379051610112,"Today there were terror attacks in Turkey, Switzerland and Germany - and it is only getting worse. The civilized world must change thinking!",Mon Dec 19 23:21:11 +0000 2016,39339,,114387,False
Twitter for Android,810604216771284992,"If my many supporters acted and threatened people like those who lost the election are doing, they would be scorned &amp; called terrible names!",Sun Dec 18 21:54:40 +0000 2016,36450,,135369,False
Twitter for Android,810288321880555520,We should tell China that we don't want the drone they stole back.- let them keep it!,Sun Dec 18 00:59:25 +0000 2016,17978,,65643,False
Twitter for iPhone,810276411177107456,"Thank you Alabama! From now on, it’s going to be #AmericaFirst. Our goal is to bring back that wonderful phrase:… https://t.co/4UAazd7TmF",Sun Dec 18 00:12:05 +0000 2016,12972,,54845,False
Twitter for iPhone,810232514749075456,"RT @DanScavino: Join President-elect Trump LIVE from Mobile, Alabama via his #Facebook page! #ThankYouTour2016 
Watch: https://t.co/btzN080…",Sat Dec 17 21:17:39 +0000 2016,3750,,0,True
Twitter for iPhone,810121703288410112,China steals United States Navy research drone in international waters - rips it out of water and takes it to China in unprecedented act.,Sat Dec 17 13:57:20 +0000 2016,19390,,60926,False
Twitter for Android,810112407309844480,"Mobile, Alabama today at 3:00 P.M. Last rally of the year - ""THANK YOU ALABAMA AND THE SOUTH"" Biggest of all crowds expected, see you there!",Sat Dec 17 13:20:23 +0000 2016,8227,,40187,False
Twitter for Android,810109131537481728,"""@EazyMF_E: @realDonaldTrump Many people are now saying you will be an extremely successful president! #MakeAmericaGreatAgain""  Thank you!",Sat Dec 17 13:07:22 +0000 2016,7098,,35184,False
Twitter for Android,810108542921408512,"Last night in Orlando, Florida, was incredible - massive crowd - THANK YOU FLORIDA! Today at 3:00 P.M. I will be in Alabama for last rally!",Sat Dec 17 13:05:02 +0000 2016,6411,,36034,False
Twitter for iPhone,809969373754654721,Thank you Florida. My Administration will follow two simple rules: BUY AMERICAN and HIRE AMERICAN! #ICYMI- Watch:… https://t.co/3vgtzSJsFu,Sat Dec 17 03:52:01 +0000 2016,11064,,43359,False
Twitter for iPhone,809803893920165892,"#ThankYouTour2016 

Tonight- Orlando, Florida 
Tickets: https://t.co/JwQeccp79N

Tomorrow- Mobile, Alabama
Tickets:… https://t.co/Cq5AwcuzT9",Fri Dec 16 16:54:28 +0000 2016,7043,,27831,False
Twitter Web Client,809790978332786689,"Well, we all did it, together! I hope the ""MOVEMENT"" fans will go to D.C. on Jan 20th for the swearing in. Let's set the all time record!",Fri Dec 16 16:03:09 +0000 2016,18146,,70675,False
Twitter for Android,809717035353722880,Are we talking about the same cyberattack where it was revealed that head of the DNC illegally gave Hillary the questions to the debate?,Fri Dec 16 11:09:19 +0000 2016,33487,,109285,False
Twitter for iPhone,809571983428120577,"Thank you Pennsylvania! Together, we are going to MAKE AMERICA GREAT AGAIN! Watch here: https://t.co/7R382qWfWS… https://t.co/yB6u5FEfHq",Fri Dec 16 01:32:56 +0000 2016,8906,,38166,False
Twitter for iPhone,809525257371578369,"Join me in Mobile, Alabama on Sat. at 3pm! #ThankYouTour2016 
Tickets: https://t.co/GGgbjl8Zo6 https://t.co/opKrWO4k0C",Thu Dec 15 22:27:16 +0000 2016,5573,,22280,False
Twitter for iPhone,941404173433794561,"When Americans are free to thrive, innovate, &amp; prosper, there is no challenge too great, no task too large, &amp; no goal beyond our reach. 

We are a nation of explorers, pioneers, innovators &amp; inventors. We are nation of people who work hard, dream big, &amp; who never, ever give up... https://t.co/9LVdp6zOgZ",Thu Dec 14 20:27:00 +0000 2017,16849,,69650,False
Twitter for iPhone,941400670766321666,"Today, we gathered in the Roosevelt Room for one single reason: to CUT THE RED TAPE! For many decades, an ever-growing maze of regs, rules, and restrictions has cost our country trillions of dollars, millions of jobs, countless American factories, &amp; devastated entire industries. https://t.co/ostXOVnckf",Thu Dec 14 20:13:04 +0000 2017,12854,,57441,False
Twitter for iPhone,941353395121741825,"As a candidate, I promised we would pass a massive tax cut for the everyday, working Americans. If you make your voices heard, this moment will be forever remembered as a great new beginning – the dawn of a brilliant American future shining with PATRIOTISM, PROSPERITY AND PRIDE! https://t.co/exsBzrlCdw",Thu Dec 14 17:05:13 +0000 2017,18400,,77121,False
Twitter for iPhone,941291666564141057,"Republican Tax Cuts are looking very good. All are working hard. In the meantime, the Stock Market hit another record high!",Thu Dec 14 12:59:56 +0000 2017,17274,,92795,False
Twitter for iPhone,941094961482780672,Thank you Omarosa for your service! I wish you continued success.,Wed Dec 13 23:58:18 +0000 2017,13915,,86535,False
Twitter for iPhone,940955920967880704,"If last night’s election proved anything, it proved that we need to put up GREAT Republican candidates to increase the razor thin margins in both the House and Senate.",Wed Dec 13 14:45:48 +0000 2017,20081,,101999,False
