date,link,text,compensation,type,address
2019-07-11 15:05,https://newyork.craigslist.org/brk/egr/d/brooklyn-architectural-drafter-job/6931736434.html,Architectural Drafter Job Captain Residential and Commercial Projects,per project,contract,"
        ,
Seeking to hire experienced architectural drafter for residential and commercial projects, to grow from a freelance drafter position to a full time Job Captain.,
,
Duties include: Perform site visit to take-off measurements; create existing plans drawings in AutoCAD; create new work plans and diagrams, add notes, under direction of architect.,
,
Immediate hire!    "
2019-07-11 16:40,https://newyork.craigslist.org/mnh/egr/d/new-york-city-mechanical-engineer/6931822161.html,Mechanical Engineer,open - depending of experience,full-time,"
        ,
EME Consulting Engineering Group, LLC, (EME) is a professional engineering firm, headquartered in New York City, with a satellite office in Albany, NY.  EME clients include healthcare, educational, governmental, and hospitality. EME’s core business is engineering and architectural design involving with the upgrade and enhancement of energy systems.  ,
,
EME is currently seeking degreed Mechanical Engineers for project management and engineering design.  The ideal candidate will have a degree in Mechanical Engineering and at least 5 years of mechanical system design experience in healthcare and or educational facilities.  The candidate should also have working knowledge with the following:,
,
•	Experience with NYC Building Codes and International Building Codes ,
•	HVAC design from conceptual through construction,
•	Experience in water and air side systems ,
•	Heating and cooling load calculations,
•	Equipment selection ,
•	Building automaton control diagrams and sequence of operations,
•	Written specifications,
•	AutoCAD, Carrier HAP/Trane Trace and MS Office applications,
•	Knowledge of sustainable design practices,
•	Project management ,
•	Strong communication skills for client interface,
•	Leadership ability to guide support staff,
,
This position offers a competitive compensation and with bonus potential.   Benefits include multiple health insurance plans to choose from, a 401k profit sharing plan, and professional workplace.,
,
EME is an equal opportunity employer.,
,
These positions are permanent and offer opportunity for advancement. You will be working directly alongside a distinguished team of licensed professionals in a team-oriented environment.  ,
,
Please forward cover letter with resume and salary requirements.,
,
    "
2019-07-11 16:46,https://newyork.craigslist.org/mnh/egr/d/new-york-city-drafter/6931827612.html,Drafter,DOE,full-time,"
        ,
Electrical Subcontractor in Manhattan accepting resumes for an Electrical Draftsman / Designer with the following qualifications:,
,
Knowledge of reading, interpreting and understanding blueprints ,specification's and bid documents.,
Produce electrical designs and related support services for small to large construction projects, with limited supervision.,
Responsible to develop CAD drawings, edit specifications and process construction shop drawings for Electrical systems, Conduit runs, CCTV, phone, data system and lighting design, etc.,
Draft construction details for submittal to the construction detail library.,
Draft approved revisions within established timeframes in accordance with established procedures, and communicate all changes to all affected end users, i.e. architects, engineers, designers etc.,
Assemble documentation packages and produce drawing sets which are then checked by a senior engineer or an architect.,
Review completed construction drawings for accuracy and conformity to standards and regulations.,
Maintain accurate digital drawing file storage.,
Assist with the preparation of all necessary construction documents in accordance with the established procedures.,
Conduct field surveys and other data to document existing field conditions.,
Track drawing revisions and maintain archived drawings.,
Design to National Electrical Code, industry standards and design criteria related to electrical systems.,
Able to multi task and work under pressure both independently and in a team environment.,
Able to effectively communicate with Clients, vendors, subs and office personnel.,
Computer savvy and detail oriented.,
Required Qualifications :,
,
Familiar with lighting, power, low voltage, communications and fire alarm design,
Size transformers, panel boards, distribution boards and switchboards or switchgears.,
Determine wiring and conduit sizes of feeders and branch wiring.,
Proficient in the following programs:,
AutoCAD.,
Revit-Electrical,
MEP CAD,
Navisworks Manage,
Blueeam Revu,
BIM 360 Glue,
Procore,
Proficient in MS office.,
Have a good knowledge of NEC and NFPA.    "
2019-07-11 18:10,https://newyork.craigslist.org/brk/egr/d/brooklyn-architectural-project-manager/6931893784.html,Architectural Project Manager/Designer,"$45,000 - $60,000 (depending on skill level and experience)",full-time,"
        ,
MDA designgroup has a vacancy for an architectural project manager/designer to join its practice in New York. ,
Visit: mda-designgroup.com,
,
Organization/position description:,
- Architectural project manager and designer in a lead position in a four-person architecture firm in Brooklyn.,
- MDA designgroup’s work is distinguished by its design clarity – in innovative problem solving and in attention to form, materials, context, and program.,
- Team members are deeply involved in all aspects of our institutional and high-end residential projects, working collaboratively with each other and the client as the project moves from start to completion.,
- Our active projects include projects of a variety of types with two specific project specialties – library design and high-end residential; examples of selected projects are viewable on MDA’s website (mda-designgroup.com).,
,
Ideal candidate:,
- Candidates with both a keen design sense and passion for projects that both serve the project’s design vision and its programmatic goals. Interpersonal skills, initiative, and the ability to collaborate with team members are required.,
- Candidates should have strong design, organizational, production, graphic, and communication skills to serve the variety of responsibilities undertaken during the advancement of each project.,
,
Responsibilities include:,
- A high level of responsibility in a collaborative team that oversees the development of the design of projects from conceptual design through production and closeout,
- Oversee the design delivery process, including project management, production of work products, and collaboration with the sub-consultants involved,
- Assist with project planning such as zoning and code analyses, interaction with public review agencies, and preparing submissions for public review and approvals,
- Help to develop and manage project agreements, budgets, schedules, and deadlines with clear and consistent communication,
- Assist in the preparation of proposals for new projects and participate in interviews and public presentations,
work in a creative, collaborative, and focused way with other staff, associates and principal. Foster an environment of mutual respect and trust among team members.,
,
Qualifications include:,
- At least a bachelor’s degree in architecture and prior work experience in a design firm,
- Exceptional communication skills including verbal, written, graphic, and presentation skills,
- Proficiency in AutoCAD, Adobe Photoshop, Illustrator, InDesign, SketchUp, and hand-drawing/sketching,
- Interest in architecture’s potential to engage and serve people and prior experience with civic projects is a plus,
*no license necessary,
,
Application requirements:,
1. Resume,
2. Portfolio,
3. Cover letter    "
2019-07-12 02:25,https://newyork.craigslist.org/brx/egr/d/bronx-construction-estimator/6932101932.html,Construction Estimator,TBD,full-time,"
        ,
Seeking Administrative assistant with knowledge of Architectural drawings , to assist in project estimating and submittals , understanding of excel, auto cad , drafting a plus.  ,
Basic knowledge  in this field is a plus. Great opportunity to learn.    "
2019-07-12 10:16,https://newyork.craigslist.org/mnh/egr/d/new-york-city-intermediate-architect/6932230386.html,Intermediate Architect,per level of experience,full-time,"
        ,
Intermediate Architect,
,
A design-focused architectural practice based in New York City is looking for an Intermediate Architect to start immediately. The firm provides complete architectural services to a wide variety of clients with an emphasis on high-end residential, commercial and specialized retail projects.,
,
We are seeking a highly qualified, intermediate architect with experience in high end residential projects. Applicant must have substantial experience in the design and production of residential and commercial projects and must have excellent technical and detailing abilities. Applicant must be proficient in handling all phases of a project from the design phase through construction Administration. We are looking for an energetic, precise individual with the ability to work well in a team, multi task and perform under pressure.,
,
Minimum 6 years experience.,
Experience in all phases of residential construction and design,
New York City experience in all phases of project development, from design to construction administration,
Ability to manage projects and teams and work with client, consultants, and professionals,
Strong design skills,
Excellent AutoCAD and 3D modeling skills and experience with Adobe Creative Suite,
Strong verbal, written, and visual communication skills,
    "
2019-07-11 18:25,https://newyork.craigslist.org/que/egr/d/maspeth-construction-project-estimator/6931904373.html,Construction Project Estimator,Compensation will be commensurate with experience.,employee's choice,"
        ,
Gee Bee and Sons is currently seeking a full time/part-time Estimator to join our growing team. The Estimator will support and work with Current Estimating/Preconstruction teams to review project plans, requirements, and specifications. The Estimator will perform take-offs, pricing and bidding of construction projects while adhering to Gee Bee and Sons standards. Responsibilities will be:,
,
•	Assemble accurate and well-organized estimates and proposals in a timely manner for Stipulated Price, Design-Build and Construction/Project Management formatted projects. Review Project specifications and drawings to determine the scope of work and required contents of estimate.,
•	Organize sub-contractors quotations, negotiate to insure quotes meet contract documents and issue properly documented purchase orders.,
•	Complete Budgeting and Scheduling for projects. Monitor progress and identify any potential risks. Perform Schedule Updates + Two Week Look Ahead Schedules. ,
•	Maintain relationships with sub-contractors and clients.,
•	Communicate with Business Development regarding new and current projects,
•	Provide detailed unit prices for quantities and review data with department head.,
•	Obtain and present unit pricing data.,
•	Outlining clarifications and qualifications within an estimate.,
•	Compile complete estimate/bid package breakdown.,
•	Establishes estimating protocols for specific types of documentation.,
•	Be able to review and perform full breakdowns of construction drawings, specifications and bid forms. Gather all material quotes and or sub-contractor quotes necessary to construct cost estimates.,
•	Be knowledgeable of restoration products, and how to properly read and comprehend plans and specific details.,
•	Manage Request For Proposal Process.,
•	Complete Budgeting and Scheduling for projects and track same. Monitor progress, requisition change orders and identify any potential risks.,
•	Develop the scope of work for sub-contractors and assist in the buy-out procedures.,
•	Insure site personnel are provided with proper documentation related to the project.,
•	Work with and deal with concerns of field personnel.,
•	Provide and maintain unit pricing and database for material and labor costing.,
•	Coordinate internal resources and third parties/vendors for the flawless execution of projects,
•	Ensure that all projects are delivered on-time, within the scope and within budget,
•	Ensure resource availability and allocation,
•	Confer with engineers, architects, owners, contractors, and subcontractors on changes and adjustments to cost estimates.,
•	Take actions to deal with the results of delays, bad weather, or emergencies at the construction site.,
•	Inspect and review projects to monitor compliance with building and safety codes, and other regulations.,
•	Perform risk management to minimize project risks,
•	Establish and maintain relationships with third parties/vendors,
•	Create and maintain comprehensive project documentation,
•	Issue Request for Information + Clarifications,
•	Issue Payment Requisitions based on Project Progress + Contract Documents. ,
•	Ability to create project schedules/timelines utilizing MS Project software.,
•	Track + Issue Project Change Orders in a Timely Fashion. ,
•	Proven written and verbal communication abilities; proficiency with computer applications, including Microsoft Office suite.,
•	Attend Project Walk-Thru, Document Existing Condition + Verify Field Conditions + Site Logistics.,
•	Demonstrate strong interpersonal skills with the ability to work with individuals at all levels, both internal and external.,
•	Use of On-Screen take-off.,
•	Analyze drawings and specifications.,
•	Understand contractual terms and conditions.,
•	Assemble accurate and well-organized estimates and proposals in a timely manner for stipulated Price, Design-Build and Construction/Project Management formatted projects.,
•	Provide clear detailed quantity take-offs.,
•	Itemize trade “scope of work” and prepare bid packages.,
•	Maintain relationships with sub-contractors and clients.,
•	Formulate cost break down from estimates and for project progress.,
•	Develop project scopes and objectives, involving all relevant stakeholders and ensuring technical feasibility,
•	Develop a detailed project plan to track progress,
•	Use appropriate verification techniques to manage changes in project scope, schedule, and costs,
•	Measure project performance using appropriate systems, tools, and techniques,
•	Report and escalate to management as needed,
•	Assist in managing relationships with clients and other stakeholders,
•	Conduct initial analysis of drawings and specifications to ensure the required information is provided.,
•	Develop cost estimate by soliciting specific pricing from vendors and/or sub-contractors using the guidelines established by the Estimating Department.,
•	,
Essential Skills:,
,
•	Engineering knowledge such as knowledge of procedures equipment and project designing.+ Excellent mathematics skills.,
•	Extensive knowledge in Relation to Building + Construction Industry including Restoration, Waterproofing + Roofing. ,
•	Ability to read, understand + Interpret Architectural + Engineered Drawings. ,
•	Demonstrated ability to read, understand and interpret contract and insurance documents and forms, and make appropriate recommendations.,
•	,
•	,
•	Ability to work well individually as well as in a team environment.,
•	Excellent oral and written communication skills.,
•	Detail-oriented and excellent organizational skills.,
•	Excellent analytical and problem-solving skills.,
•	Ability to handle multiple projects simultaneously and independently.,
•	Excellent interpersonal skills.,
•	Proven self-starter with demonstrated ability to make decisions, multi-task, and meet strict deadlines.,
•	High degree of professionalism.,
•	Strong negotiation skills.,
,
•	Proficiency with MS Word, Excel and Estimating Software (i.e.Planswift, OST),
•	Position may include working outside of normal working hours as necessary.,
•	Ability to travel to construction sites as needed,
,
Qualifications:,
,
Job Type: Full-time/Part Time,
,
Required education:,
Bachelor's in a related field (Engineering, Architecture, Construction Management; or an equivalent combination of education, training and/or experience.,
,
Required experience:,
Estimating: 3 Years (Required) ,
NYC Construction Estimating 5 Years (Required) ,
Construction: 5 Years (Required) ,
,
,
What you get:,
,
•	Project Incentives based on Individual + Team Performance. ,
•	1 Week Paid Vacation after 12 Months of Employment.,
•	Competitive Compensation based on Skill + Experience.  ,
,
•	The chance to work with a team of motivated, driven, dedicated individuals that are truly passionate about the companies work + projects. A hands-on role where you hit the ground running from day one. Be a member of a rapidly growing team + company with an advantageous mission to be NYC Top General Construction Firms deemed for big success in the coming years. Be part of a company that puts a high emphasis on training and continuing education opportunities - your strengths are our strengths. If you're smarter we’re smarter. The Future is Bright!,
    "
2019-07-12 13:13,https://newyork.craigslist.org/mnh/egr/d/new-york-city-mechanical-engineer/6932396374.html,Mechanical Engineer,"60,000-90,000",full-time,"
        ,
Mechanical Engineer with B.S.M.E. or B.S.A.E. ,
5-10 years of experience in the Design of HVAC, controls, plumbing and sustainable systems.  The Mechanical Engineer's primary responsibility will be HVAC design for a wide range of projects including commercial offices, healthcare, laboratory, universities, government projects, etc.. ,
Duties will include design calculations, design drawing development, energy and life cycle cost analysis, cost estimation, specifications, performance based controls design, coordination within design team, client communication, construction administration, technical oversight and mentoring of junior engineers, and collaboration with senior staff for system selection and quality assurance.   ,
Possession of, or ability to obtain, security clearance and U. S. Citizenship required.,
    "
2019-07-12 13:21,https://newyork.craigslist.org/brk/egr/d/brooklyn-entry-level-estimator/6932405288.html,Entry-level Estimator,Based on experience,full-time,"
        ,
About Us,
Located in the Brooklyn Navy Yard next to Williamsburg, M&D Door is a regional leader in the commercial door supply industry, with a customer base ranging from small-job contractors to owners of ground-up projects consisting of over 1000 doors. Our teams provide a level of expertise that allows our customers the ease of mind to know that their project is in good hands, and that their projects will be handled efficiently and accurately.,
,
About the Job,
As an estimator, you will be receiving blueprints and conducting material take offs (determining the items that the job requires) and determining the cost for each project. You'll receive complete training--no experience required--and you'll constantly be learning new things in a positive, fast-paced environment.,
,
About You,
You are motivated and goal-oriented. You operate well both alone and as part of a team. You can think technically (in other words, you can understand how the moving parts of a system work) and visually (you're the type of person that can build things based on the assembly instructions).,
    "
2019-07-12 13:59,https://newyork.craigslist.org/que/egr/d/long-island-city-construction-estimator/6932443364.html,Construction Estimator,Competitive,full-time,"
        ,
Construction company requires experienced estimator. ,
,
Responsibilities:,
Review construction design drawings/blue prints & specifications, conducts field visits and gathers all material and data necessary to determine scope of work & organize a construction cost estimate,
Use of On Screen Take Off software to review construction drawings and provide clear detailed quantity takeoffs,
Maintain file of working documents as back-up for estimating database, including current information on prices from suppliers through direct contact, sales brochures, price lists, etc.,
Maintain relationships with sub-contractors and clients.,
,
Experience:,
Bachelor's degree in architecture, engineering or related discipline, or equivalent combination of technical training and experience in the field ,
Minimum of 2 years  in the construction industry is a must,
Experience using On Screen Take Off Software or equivalent,
Experience with concrete and masonry estimating is desired ,
,
Someone who is able to work on their own initiative, has great attention to detail and great communication skills is needed. ,
,
,
Driver's license is a plus, company vehicle will be provided as needed. ,
,
Please submit your resume with a contact number,
,
    "
2019-07-12 17:10,https://newyork.craigslist.org/mnh/egr/d/facade-building-envelope-structural/6932622230.html,Facade / Building Envelope Structural Engineer,Commensurate with experience,full-time,"
        ,
, ,
, , New York City's leading professional firm dedicated to the preservation of buildings and infrastructure, is seeking a resourceful, skilled structural engineer with 3 to 7 years of building envelope restoration experience to join us in executing a growing slate of challenging projects., 

We work on an array of building types, including courthouses, schools, universities, churches, and hospitals, and many of New York's most storied landmarks, from Trinity Church to Grand Central Terminal. Our work embraces all components of the building envelope and underlying structure—facades, roofs, windows, and plazas—and the full complement of materials, from historic terra-cotta to high-performance curtain walls. We’re proud to be an industry leader in crucial practice areas like Local Law 11 inspections and repairs. We've won numerous awards, as well as the loyalty of many of the premier public, corporate, and residential clients in the region. ,

You’ll work as part of a small team assigned to projects based on synergies between project requirements and the capabilities of each team member. This arrangement offers employees the dual advantages of a small office experience coupled with access to the centralized resources of a larger firm. You'll be supported by some of the most sophisticated technology in the profession, including proprietary computer systems and applications, advanced photography and image processing, and state-of-the-art, non-destructive diagnostic equipment and techniques. ,

Typically, you’ll participate in all phases of a project from inception through completion: proposal, investigation, construction documents, bid negotiation, and construction administration. You'll have the opportunity to see your designs executed in the field and you'll take on greater responsibility and client management as soon as you are ready. ,

We offer an array of benefits and growth opportunities: :,
,

Our light-filled Tribeca office is in a landmarked building with 16' high ceilings, 8' tall windows, and stunning views of Manhattan in three directions—not a bad place to spend the work day. We’re easily accessible via public transportation: the A, C, and E Canal Street station connects directly to our building’s lobby. The N, R, 1, and 6 lines are all just a few blocks away. ,

If you’re excited about this opportunity, please send us your resume, a cover letter with salary requirements, and a few pages of attachments (maximum of 10MB, please) or link to your portfolio that demonstrates your experience and capabilities. ,

With thanks for your interest, please note that only those candidates under consideration will be contacted. ,

For additional information on our firm’s services, approach, and projects, visit ,
    "
2019-07-12 15:36,https://newyork.craigslist.org/brk/egr/d/brooklyn-head-architect-drafter-project/6932536390.html,Head Architect /  Drafter & Project Manager,Based on Qualifications,full-time,"
        ,
Busy Design office is looking for a talented HEAD ARCHITECT / DRAFTER to lead a team of drafter preparing DOB, Client and Construction plans ,
,
Our work includes renovations and ground ups of small, medium and large scale single and multi-family residential, commercial, community facility and mixed-use projects. ,
,
Responsibilities will include but are not limited to: reviewing projects, distributing projects to drafter, overseeing plans prepared, communication with drafter in and outside the office, communication with clients and other professional.,
,
Candidate Qualifications:,
Be familiar with NYC codes and zoning.,
Knowledge of construction materials, details and methods.,
Proficiency in Revit and AutoCAD.,
,
We are looking for highly motivated individuals who are willing to take on responsibility and grow with our team. Interested applicants must be quick to learn and adapt new drawing methods, related zoning & code rules, DOB and related agency requirements. detail-oriented, collaborative, and eager to take on challenges,
,
Qualified individuals should submit a *brief description of your qualifications, *work samples, *starting salary requirements, in pdf or word format    "
2019-07-14 15:33,https://newyork.craigslist.org/lgi/egr/d/cold-spring-harbor/6933890869.html,**ARCHITECTURAL**DRAFTSPERSON**,Salary to commensurate with experience,full-time,"
        ,
Award Winning Architectural Firm Seeks Bright Responsible Person for Full Time Position.,
AUTOCAD Abilities a must... Entry Level OK... Student OK...,
Send Introduction/Resume to DAlessioArts@aol.com,
,
    "
2019-07-12 17:36,https://newyork.craigslist.org/mnh/egr/d/facade-building-envelope-project/6932643807.html,Facade / Building Envelope Project Architect,Commensurate with experience,full-time,"
        ,
, ,

, New York City's leading professional firm dedicated to the preservation of buildings and infrastructure, is seeking a resourceful, skilled project architect with 5-10 years’ relevant experience to join us in executing a growing slate of challenging projects. , 
, ,
We’re proud to be an industry leader in crucial practice areas like facade inspections and repairs (Local Law 11), roof repairs, and investigation and remediation of structural issues. We've won numerous awards—including ten Lucy Moses preservation awards—as well as the loyalty of many of the premier public, corporate, and residential clients in the region. , 
,
Absolutely. You'll be supported by some of the most sophisticated technology in the profession, including proprietary computer applications that integrate construction drawings, specifications, cost estimating, scheduling, and construction administration; advanced photography and image processing; and state-of-the-art, non-destructive diagnostic equipment and techniques. In fact, we have an in-house studio dedicated to such supporting technology, constantly developing new digital tools (think James Bond’s “Q”). ,   .

, ,
Honestly, we offer aspects of both. You’ll work as part of a small team assigned to projects based on synergies between project requirements and the capabilities of each team member. This gives you the dual advantages of a small office experience coupled with access to the centralized resources of a larger firm. , 
,
You’ll participate in all phases of a project from inception through completion: proposal, investigation, construction documents, bid negotiation, and construction administration. You'll have the opportunity to see your designs executed in the field and you'll take on greater responsibility and client management as soon as you are ready. ,
,
An array of building types, including courthouses, schools, universities, churches, and hospitals, and many of New York's most storied landmarks. , 
, ,
We embrace all components of the building envelope and underlying structure—facades, roofs, windows, and plazas—and the full complement of materials, from historic terra-cotta to high-performance curtain walls. , 
,

We offer an array of benefits and growth opportunities:,
,
,
,
,

Our light-filled Tribeca office is in a landmarked building with 16' high ceilings, 8' tall windows, and stunning views of Manhattan in three directions—not a bad place to spend the work day. We’re easily accessible via public transportation: the A, C, and E Canal Street station connects directly to our building’s lobby. The N, R, 1, and 6 lines are all just a few blocks away.,

,

Send us your resume, a cover letter with salary requirements, and a few pages of attachments (maximum of 10MB, please) or a link to your portfolio that demonstrates your experience and capabilities. We look forward to meeting you! ,

Please note that, due to the high number of applicants, we can only contact candidates under consideration. ,  

For additional information on our firm’s services, approach, and projects, visit ,
    "
2019-07-15 07:02,https://newyork.craigslist.org/que/egr/d/middle-village-administrative-assistant/6934227296.html,Administrative Assistant with construction experience,Based on experience,full-time,"
        ,
Queens based plumbing and sprinkler contractor is looking for a full time Administrative Assistant/Office Worker with prior construction experience. ,
Requirements:,
- Prior experience in Plumbing or construction,
- Experience ordering materials from vendors,
- Familiar with DOB procedures, forms and filing.,
- Experience working on Quickbooks,
- Knowledge of Adobe Acrobat, MS Office, Excel,
- Strong organizational skills ,
- Answer phones, schedule appointments, follow up on repairs,
- Ability to work independently,
- Strong communication skills (both written and verbal),
,
We offer paid holidays, sick, vacation, 401K, training as well as opportunity for advancement. ,
Please email your resume with salary requirements for consideration.,
    "
2019-07-15 09:13,https://newyork.craigslist.org/que/egr/d/whitestone-steel-detailer-advance-steel/6934277175.html,STEEL Detailer - ADVANCE STEEL - AUTODESK/GRAITEC,Compensation based on experience and working knowledge or AUTOCAD ADVANCE STEEL,full-time,"
        ,
ADVANCE STEEL BY AUTODESK/GRAITEC ,
We are seeking an in house full time detailer with experience with AUTOCAD ADVANCE STEEL.,
,
- Create formal steel shop drawings for approval,
- Structural steel, ornamental steel, stairs,
- Providing erection drawings,
- Providing Fabrication drawings,
- Prior detailing experience required,
- AUTODESK/GRAITEC ADVANCE STEEL EXPERIENCE A PLUS BUT CAN TRAIN,
,
Call 718-746-2121 for an interview and please email your resume.    "
2019-07-15 10:40,https://newyork.craigslist.org/mnh/egr/d/new-york-city-facade-curtain-design/6934345005.html,Facade/Curtain Design Specialist - Commercial Towers,Dependent on experience level,full-time,"
        ,
World Renowned architectural practice seeking for a junior to intermediate level Facade/curtain wall design specialist with experience in large-scale commercial development projects with complex cladding elements. Local NYC projects. ,
- Exposure working in all phases of projects from pre-schematic to CA. ,
- Deep understanding of design language, technical construction knowledge, and detailing support.,
- Fluency in Revit.,
- Ability to produce and coordinate drawings.,
- Strong communication skills. ,
- 3+ years of experience working professionally.,
,
    "
2019-07-15 11:18,https://newyork.craigslist.org/fct/egr/d/greenwich-kitchen-bath-designer/6934380232.html,Kitchen & Bath Designer,based on experience,full-time,"
        ,
We have been providing quality kitchen and bath renovations for Westchester county, New Your City, and New Jersey residents for over 25 years. We are looking for an ambitious and eager employee who is willing to hit the ground running in a high volume office and showroom. ,
,
Experience in the design industry is preferred, and candidates with kitchen and bath sales experience is a plus. However, we are willing to train a motivated individual!,
,
Responsibilities include, but are not limited to: ,
- Create cabinetry designs based on clients requirements using Cabinet Vision,
- Project manage multiple jobs from beginning to end,
- Organizational skills and ability to multi-task are important,
- Knowledge of CAD and/or Cabinet Vision, Microsoft Excel and Word are a plus,
,
Job Info:,
- Salary to be discussed,
- Paid Vacation Personal Time,
- 401K ,
- Health Benefits,
- Submit resume only    "
2019-07-15 16:03,https://newyork.craigslist.org/mnh/egr/d/new-york-city-administrative-assistant/6934665118.html,"Administrative Assistant, jr. architect, FF&E for small firm",commensurate with experience,full-time,"
        ,
Imrey Studio is looking for a full-time (part-time possible) assistant/jr. architect for a wide variety of team projects. Duties include admin, drafting, PR, and FF&E.  This is a full-time commitment with benefits.  Here's what you've got to love:,
working independently, research, spreadsheets, ACAD, INDD 5.5, perfection, conceptual minimalism. If this feels like you, please send your letter of interest (with availability), CV and work samples to us!,
We look forward to hearing from you.,
Team @ Imrey Studio    "
2019-07-15 16:46,https://newyork.craigslist.org/que/egr/d/college-point-jr-project-manager-misc/6934703486.html,JR project manager/Misc Steel draft person apprentice with experience,Upon experience 20+,full-time,"
        ,
We are seeking someone who can go through job/bid drawings and do quantity takeoffs and preliminary shop/cad drawings for misc steel,such as staircases, railings, roof dunnage,fixed ladders,coiling doors,etc etc.Arch or engineering students with some experience welcome.There is also field work visiting job sites for measuring and to document changes acting as a liaison with office. Please apply in detail with skills.This is an inside/outside position.car helpful.    "
2019-07-15 18:24,https://newyork.craigslist.org/que/egr/d/queens-village-master-job-foreman-lead/6934784134.html,Master Job Foreman/Lead Carpenter,$70k - $90k,full-time,"
        ,
,
OVERVIEW: UC&D, Inc. (Queens Village) is growing at an impressive pace, we need to hire an experienced, hardworking, “get it done"" Master Foreman to join and help lead our production team. As we continue to grow each year, we remain focused on what makes us successful than the competition. It's what we do, but more importantly, it's what we believe. Our customers love us! ,
,
WHAT’S IN IT FOR YOU,
,
You will be working with individuals who have a passion for exceeding the customer's expectations. This is a career opportunity, not just a ""job."" We are looking for a long-term person – someone who is looking for a place to call “home.”,
,
COMPENSATION - Competitive Compensation and Bonus plan that is dependent on your experience and performance,
,
- Two weeks vacation in the first year, three weeks' vacation after the second year.,
,
- Excellent Benefits Package, including Medical, Dental, and an Employee Benefits plan.,
,
- Company Vehicle,
,
- Advancement opportunities,
,
POSITION OVERVIEW,
,
Master Foreman/Lead Carpenter is the field representative of UC&D, and the primary accountabilities include:,
,
To build quality construction projects per the UC&D process, mission, vision & core values – Will Focus on all interior work. ,
To start and complete projects on, or before schedule,
To keep our clients 100% satisfied, so they become customers for life,
Master Foreman/Lead Carpenter will schedule, organize and direct field employees, subcontractors, material suppliers, inspectors, and others to achieve these goals on projects.,
ATTRIBUTES NEEDED TO BE SUCCESSFUL,
,
- Excellent skills managing subcontractors and employees,
,
- Attention to detail and organizational skills,
,
- The word “can’t” is not in your vocabulary,
,
- Able to multi-task and stay focused,
,
- Persistent and tenacious,
,
- Results-oriented - goal-driven - Able to successfully relate to homeowners and crew,
,
REQUIREMENTS,
,
- Minimum of ten years’ experience framing & residential remodeling with at least six years of construction supervisory experience.,
,
- High school diploma and some college or equivalent experience and training preferred.,
,
- Thorough knowledge of remodeling and construction trades--practices, procedures, techniques, equipment, materials, - specifications, estimating, quality control, cost control, safety, and applicable building codes and zoning ordinances.,
,
- Strong management and communication skills,
,
- Basic mathematics skills,
,
- Computer literate,
,
- New York City/State Construction Supervisor a plus,
,
IF THIS SOUNDS LIKE YOU, THEN CONTACT US TODAY,
,
To arrange a confidential interview, email your resume along with a cover letter (MS Word) outlining how your skills and experience are a ""fit"" with our company,
,
Experience:,
,
Frame Carpentry: 5 years (Required),
Construction: 10 years (Required),
Basic Math: 1 year (Preferred Location: Queens Village, NY,
    "
2019-07-16 09:44,https://newyork.craigslist.org/fct/egr/d/bridgeport-designer/6935098922.html,Designer,Salary commensurate with experience,full-time,"
        ,
Design conservatories for both residential and commercial projects. Autocad a must. Sketchup would be helpful. Will be involved in site surveys, marketing and advertising, good computer skills necessary. Some travel to the UK and in the US,
    "
2019-07-16 10:58,https://newyork.craigslist.org/mnh/egr/d/new-york-city-project-manager/6935159418.html,Project Manager - Electrical / Data Construction - Large Firm,Compensation based off of experience,full-time,"
        ,
Company Overview: ,
We are a large-scale electrical contractor in NYC.  We are a family owned and operated business.  Our projects include data centers, museums, hotels, Telecom infrastructure, Sports Arenas, and office spaces for some of the leading companies and venues in the New York City area.  ,
,
About The Role: ,
We are looking for a full time Project Manager with 5-20 year's experience.  This position will work under one of the owners of the company.  They will be responsible for their own projects as well as assisting the owner and other Project Managers in all aspects of electrical and communications construction projects to ensure project success.,
,
If you have knowledge and experience with Data cable and fiber wiring layout and install please be sure to note on resume.  This is a big plus. ,
,
Job Function: ,
-	Ensure field supervision has the instruction, material, and support that they need to succeed,
-	Address client and vendor concerns,
-	Proposal preparation and review,
-	RFI preparation and review,
-	Submittal tracking,
-	Monitor status of projects,
-	Contract administration,
-	Prepare billing requests,
-	Prepare basic estimates ,
-	Attend project meetings,
-	Conduct and prepare post-project analysis,
-	Take initiative and spear head initiatives to improve business practices,
,
Requirements: ,
-	5 - 15 years of experience as a project manager in the electrical / communications industry ,
-	Proficiency in Microsoft Office,
-	Knowledge of electrical construction,
-	Strong research and sourcing skills,
-	Must be able to manage multiple projects at once. ,
-	Demonstrate excellent verbal and written communication ,
-	Travel to projects within NYC,
,
Preferred Qualifications: ,
-	Hands on electrical construction field experience,
-	Cooper and fiber install knowledge,
-	Radio RF cable antenna install knowledge,
-	Knowledge of Blue Beam and AutoCAD,
-	Prior electrical estimating experience,
-	Proficient in Google Suite of products ,
,
This position has excellent career advancement opportunities.  Most of our project managers have grown with the company since their employment. ,
,
Additional Information: ,
We are located in Long Island City Queens. Easily accessible by the 7, N,W,R,E,M, and F train. ,
,
    "
